id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
SE;Sudeste/Centro-Oeste;2025-05-28;43255.349375
N;Norte;2025-05-29;8560.16895833
NE;Nordeste;2025-05-29;13586.032625
S;Sul;2025-05-29;13072.04475
SE;Sudeste/Centro-Oeste;2025-05-29;41524.10066667
N;Norte;2025-05-30;8463.75075
NE;Nordeste;2025-05-30;13712.078625
S;Sul;2025-05-30;13117.3105
SE;Sudeste/Centro-Oeste;2025-05-30;41642.29708333
N;Norte;2025-05-31;8130.70729167
NE;Nordeste;2025-05-31;12936.13620833
S;Sul;2025-05-31;11274.46633333
SE;Sudeste/Centro-Oeste;2025-05-31;38984.54979167
N;Norte;2025-06-01;7779.41541667
NE;Nordeste;2025-06-01;11932.67016667
S;Sul;2025-06-01;9908.77166667
SE;Sudeste/Centro-Oeste;2025-06-01;36067.29995833
N;Norte;2025-06-02;8326.88475
NE;Nordeste;2025-06-02;13326.45920833
S;Sul;2025-06-02;13363.230125
SE;Sudeste/Centro-Oeste;2025-06-02;41937.34091667
N;Norte;2025-06-03;8421.61004167
NE;Nordeste;2025-06-03;13527.20220833
S;Sul;2025-06-03;13709.692125
SE;Sudeste/Centro-Oeste;2025-06-03;43692.55658333
N;Norte;2025-06-04;8435.95858333
NE;Nordeste;2025-06-04;13414.849375
S;Sul;2025-06-04;13558.11045833
SE;Sudeste/Centro-Oeste;2025-06-04;44160.42291667
N;Norte;2025-06-05;8435.66641667
NE;Nordeste;2025-06-05;13456.05133333
S;Sul;2025-06-05;13373.74775
SE;Sudeste/Centro-Oeste;2025-06-05;44661.5405
N;Norte;2025-06-06;8451.736875
NE;Nordeste;2025-06-06;13413.49433333
S;Sul;2025-06-06;13130.86995833
SE;Sudeste/Centro-Oeste;2025-06-06;44631.0585
N;Norte;2025-06-07;8138.5205
NE;Nordeste;2025-06-07;12845.90591667
S;Sul;2025-06-07;11562.725375
SE;Sudeste/Centro-Oeste;2025-06-07;41515.36116667
N;Norte;2025-06-08;7696.24966667
NE;Nordeste;2025-06-08;11938.357625
S;Sul;2025-06-08;10164.276125
SE;Sudeste/Centro-Oeste;2025-06-08;38129.9915
N;Norte;2025-06-09;8286.66608333
NE;Nordeste;2025-06-09;13175.673625
S;Sul;2025-06-09;13301.588625
SE;Sudeste/Centro-Oeste;2025-06-09;43324.72208333
N;Norte;2025-06-10;8285.693875
NE;Nordeste;2025-06-10;13539.57233333
S;Sul;2025-06-10;13787.0455
SE;Sudeste/Centro-Oeste;2025-06-10;43290.95075
N;Norte;2025-06-11;8308.03616667
NE;Nordeste;2025-06-11;13681.331375
S;Sul;2025-06-11;13791.57566667
SE;Sudeste/Centro-Oeste;2025-06-11;42202.64304167
N;Norte;2025-06-12;8076.88670833
NE;Nordeste;2025-06-12;13603.320125
S;Sul;2025-06-12;13811.5795
SE;Sudeste/Centro-Oeste;2025-06-12;41187.85708333
N;Norte;2025-06-13;7973.8795
NE;Nordeste;2025-06-13;13292.25470833
S;Sul;2025-06-13;13749.15875
SE;Sudeste/Centro-Oeste;2025-06-13;40603.13175
N;Norte;2025-06-14;7757.65579167
NE;Nordeste;2025-06-14;12292.20595833
S;Sul;2025-06-14;12315.25691667
SE;Sudeste/Centro-Oeste;2025-06-14;38434.524625
N;Norte;2025-06-15;7480.35541667
NE;Nordeste;2025-06-15;11616.95183333
S;Sul;2025-06-15;10273.900625
SE;Sudeste/Centro-Oeste;2025-06-15;35862.78141667
N;Norte;2025-06-16;8058.314
NE;Nordeste;2025-06-16;13060.62645833
S;Sul;2025-06-16;13127.360125
SE;Sudeste/Centro-Oeste;2025-06-16;41310.41466667
N;Norte;2025-06-17;8286.86045833
NE;Nordeste;2025-06-17;13076.708125
S;Sul;2025-06-17;13690.98208333
SE;Sudeste/Centro-Oeste;2025-06-17;42002.1225
N;Norte;2025-06-18;8382.31770833
NE;Nordeste;2025-06-18;12920.220625
S;Sul;2025-06-18;13573.1355
SE;Sudeste/Centro-Oeste;2025-06-18;42298.14879167
N;Norte;2025-06-19;8025.08225
NE;Nordeste;2025-06-19;12319.325
S;Sul;2025-06-19;12243.26666667
SE;Sudeste/Centro-Oeste;2025-06-19;39996.71216667
N;Norte;2025-06-20;8295.2235
NE;Nordeste;2025-06-20;12694.90358333
S;Sul;2025-06-20;12513.63091667
SE;Sudeste/Centro-Oeste;2025-06-20;41198.17979167
N;Norte;2025-06-21;7867.161625
NE;Nordeste;2025-06-21;12186.791625
S;Sul;2025-06-21;10845.4145
SE;Sudeste/Centro-Oeste;2025-06-21;38637.37104167
N;Norte;2025-06-22;7394.48533333
NE;Nordeste;2025-06-22;11332.294375
S;Sul;2025-06-22;10152.83766667
SE;Sudeste/Centro-Oeste;2025-06-22;36240.47441667
N;Norte;2025-06-23;8158.665125
NE;Nordeste;2025-06-23;12246.42854167
S;Sul;2025-06-23;13019.08070833
SE;Sudeste/Centro-Oeste;2025-06-23;42941.15895833
N;Norte;2025-06-24;8369.59104167
NE;Nordeste;2025-06-24;12247.297
S;Sul;2025-06-24;13509.26716667
SE;Sudeste/Centro-Oeste;2025-06-24;43289.95566667
N;Norte;2025-06-25;8301.33891667
NE;Nordeste;2025-06-25;13106.56025
S;Sul;2025-06-25;13538.89066667
SE;Sudeste/Centro-Oeste;2025-06-25;41103.86175
N;Norte;2025-06-26;8002.220375
NE;Nordeste;2025-06-26;13282.41829167
S;Sul;2025-06-26;14258.60075
SE;Sudeste/Centro-Oeste;2025-06-26;41904.08066667
N;Norte;2025-06-27;8295.82320833
NE;Nordeste;2025-06-27;13047.726125
S;Sul;2025-06-27;13907.72045833
SE;Sudeste/Centro-Oeste;2025-06-27;42829.790875
N;Norte;2025-06-28;7923.999125
NE;Nordeste;2025-06-28;12468.901
S;Sul;2025-06-28;12203.131875
SE;Sudeste/Centro-Oeste;2025-06-28;39823.34045833
N;Norte;2025-06-29;7618.910125
NE;Nordeste;2025-06-29;11230.67004167
S;Sul;2025-06-29;10657.43375
SE;Sudeste/Centro-Oeste;2025-06-29;36261.31516667
N;Norte;2025-06-30;8146.16254167
NE;Nordeste;2025-06-30;12586.809375
S;Sul;2025-06-30;14092.1745
SE;Sudeste/Centro-Oeste;2025-06-30;41721.83329167
N;Norte;2025-07-01;8149.46825
NE;Nordeste;2025-07-01;12628.42695833
S;Sul;2025-07-01;14605.01908333
SE;Sudeste/Centro-Oeste;2025-07-01;41904.71658333
N;Norte;2025-07-02;8140.40083333
NE;Nordeste;2025-07-02;12546.51429167
S;Sul;2025-07-02;14679.02004167
SE;Sudeste/Centro-Oeste;2025-07-02;41311.13529167
N;Norte;2025-07-03;8115.70604167
NE;Nordeste;2025-07-03;12457.45520833
S;Sul;2025-07-03;14528.09329167
SE;Sudeste/Centro-Oeste;2025-07-03;40910.00491667
N;Norte;2025-07-04;7864.13070833
NE;Nordeste;2025-07-04;12555.02679167
S;Sul;2025-07-04;14014.047
SE;Sudeste/Centro-Oeste;2025-07-04;40968.22879167
N;Norte;2025-07-05;7571.19116667
NE;Nordeste;2025-07-05;11983.365625
S;Sul;2025-07-05;11736.92429167
SE;Sudeste/Centro-Oeste;2025-07-05;37386.200375
N;Norte;2025-07-06;7339.691
NE;Nordeste;2025-07-06;11239.86529167
S;Sul;2025-07-06;10307.16241667
SE;Sudeste/Centro-Oeste;2025-07-06;34027.09420833
N;Norte;2025-07-07;8033.890125
NE;Nordeste;2025-07-07;12580.45104167
S;Sul;2025-07-07;15340.716
SE;Sudeste/Centro-Oeste;2025-07-07;39565.40220833
N;Norte;2025-07-08;8189.60554167
NE;Nordeste;2025-07-08;12365.461875
S;Sul;2025-07-08;13592.032875
SE;Sudeste/Centro-Oeste;2025-07-08;40872.47
N;Norte;2025-07-09;8244.07258333
NE;Nordeste;2025-07-09;12450.82466667
S;Sul;2025-07-09;14087.76866667
SE;Sudeste/Centro-Oeste;2025-07-09;39993.45354167
N;Norte;2025-07-10;8235.40033333
NE;Nordeste;2025-07-10;12419.73291667
S;Sul;2025-07-10;14102.46579167
SE;Sudeste/Centro-Oeste;2025-07-10;41599.3305
N;Norte;2025-07-11;8195.40683333
NE;Nordeste;2025-07-11;12314.47583333
S;Sul;2025-07-11;14100.786875
SE;Sudeste/Centro-Oeste;2025-07-11;41786.36691667
N;Norte;2025-07-12;7970.20045833
NE;Nordeste;2025-07-12;11641.86675
S;Sul;2025-07-12;12243.08841667
SE;Sudeste/Centro-Oeste;2025-07-12;38700.1445
N;Norte;2025-07-13;7515.45066667
NE;Nordeste;2025-07-13;10761.74916667
S;Sul;2025-07-13;10608.55170833
SE;Sudeste/Centro-Oeste;2025-07-13;35178.93825
N;Norte;2025-07-14;7992.16229167
NE;Nordeste;2025-07-14;11991.7585
S;Sul;2025-07-14;13529.67458333
SE;Sudeste/Centro-Oeste;2025-07-14;40933.27475
N;Norte;2025-07-15;8005.50395833
NE;Nordeste;2025-07-15;12259.57991667
S;Sul;2025-07-15;14031.29008333
SE;Sudeste/Centro-Oeste;2025-07-15;42109.92125
N;Norte;2025-07-16;8015.66741667
NE;Nordeste;2025-07-16;12250.83775
S;Sul;2025-07-16;14318.21404167
SE;Sudeste/Centro-Oeste;2025-07-16;41895.56475
N;Norte;2025-07-17;8107.59370833
NE;Nordeste;2025-07-17;12444.419125
S;Sul;2025-07-17;14550.15566667
SE;Sudeste/Centro-Oeste;2025-07-17;42299.632375
N;Norte;2025-07-18;8153.78704167
NE;Nordeste;2025-07-18;12614.49241667
S;Sul;2025-07-18;14248.240125
SE;Sudeste/Centro-Oeste;2025-07-18;42033.66091667
N;Norte;2025-07-19;7902.82308333
NE;Nordeste;2025-07-19;12178.93645833
S;Sul;2025-07-19;12173.4525
SE;Sudeste/Centro-Oeste;2025-07-19;38395.68316667
N;Norte;2025-07-20;7597.88233333
NE;Nordeste;2025-07-20;11160.79929167
S;Sul;2025-07-20;10696.37158333
SE;Sudeste/Centro-Oeste;2025-07-20;35079.4445
N;Norte;2025-07-21;8186.44141667
NE;Nordeste;2025-07-21;12326.604
S;Sul;2025-07-21;13767.662125
SE;Sudeste/Centro-Oeste;2025-07-21;41015.22258333
N;Norte;2025-07-22;8335.20966667
NE;Nordeste;2025-07-22;12451.02675
S;Sul;2025-07-22;14323.92133333
SE;Sudeste/Centro-Oeste;2025-07-22;42573.06220833
N;Norte;2025-07-23;8386.23445833
NE;Nordeste;2025-07-23;12704.60670833
S;Sul;2025-07-23;15487.24795833
SE;Sudeste/Centro-Oeste;2025-07-23;42810.3
N;Norte;2025-07-24;8457.31558333
NE;Nordeste;2025-07-24;12651.271375
S;Sul;2025-07-24;14963.90266667
SE;Sudeste/Centro-Oeste;2025-07-24;42856.59408333
N;Norte;2025-07-25;8540.26983333
NE;Nordeste;2025-07-25;12434.23966667
S;Sul;2025-07-25;13598.16925
SE;Sudeste/Centro-Oeste;2025-07-25;42676.05379167
N;Norte;2025-07-26;8147.140375
NE;Nordeste;2025-07-26;11777.58904167
S;Sul;2025-07-26;11914.406125
SE;Sudeste/Centro-Oeste;2025-07-26;38986.72004167
N;Norte;2025-07-27;7794.484625
NE;Nordeste;2025-07-27;11167.92483333
S;Sul;2025-07-27;10932.71125
SE;Sudeste/Centro-Oeste;2025-07-27;35985.19416667
N;Norte;2025-07-28;8390.40733333
NE;Nordeste;2025-07-28;12145.567125
S;Sul;2025-07-28;13005.73616667
SE;Sudeste/Centro-Oeste;2025-07-28;42481.88425
N;Norte;2025-07-29;8563.633125
NE;Nordeste;2025-07-29;12482.842375
S;Sul;2025-07-29;13309.364625
SE;Sudeste/Centro-Oeste;2025-07-29;41758.88470833
N;Norte;2025-07-30;8635.36716667
NE;Nordeste;2025-07-30;12718.01129167
S;Sul;2025-07-30;13421.76775
SE;Sudeste/Centro-Oeste;2025-07-30;40629.75129167
N;Norte;2025-07-31;8387.49008333
NE;Nordeste;2025-07-31;12796.918875
S;Sul;2025-07-31;13200.95604167
SE;Sudeste/Centro-Oeste;2025-07-31;41340.01595833
N;Norte;2025-08-01;8240.17554167
NE;Nordeste;2025-08-01;12682.93008333
S;Sul;2025-08-01;13247.98116667
SE;Sudeste/Centro-Oeste;2025-08-01;41444.517
N;Norte;2025-08-02;7942.44320833
NE;Nordeste;2025-08-02;12107.56341667
S;Sul;2025-08-02;11411.592875
SE;Sudeste/Centro-Oeste;2025-08-02;38566.27641667
N;Norte;2025-08-03;7752.26604167
NE;Nordeste;2025-08-03;11434.80345833
S;Sul;2025-08-03;10461.32383333
SE;Sudeste/Centro-Oeste;2025-08-03;35178.389
N;Norte;2025-08-04;8427.958875
NE;Nordeste;2025-08-04;12557.99783333
S;Sul;2025-08-04;13187.28508333
SE;Sudeste/Centro-Oeste;2025-08-04;41001.30529167
N;Norte;2025-08-05;8654.33204167
NE;Nordeste;2025-08-05;12799.46783333
S;Sul;2025-08-05;13163.99266667
SE;Sudeste/Centro-Oeste;2025-08-05;42629.28458333
N;Norte;2025-08-06;8642.43591667
NE;Nordeste;2025-08-06;12920.32558333
S;Sul;2025-08-06;13137.860125
SE;Sudeste/Centro-Oeste;2025-08-06;41982.42708333
N;Norte;2025-08-07;8575.188125
NE;Nordeste;2025-08-07;12926.73920833
S;Sul;2025-08-07;13163.565875
SE;Sudeste/Centro-Oeste;2025-08-07;42469.14445833
N;Norte;2025-08-08;8422.67575
NE;Nordeste;2025-08-08;12828.98458333
S;Sul;2025-08-08;13617.05433333
SE;Sudeste/Centro-Oeste;2025-08-08;42719.17541667
N;Norte;2025-08-09;8009.86095833
NE;Nordeste;2025-08-09;12318.47145833
S;Sul;2025-08-09;11279.99241667
SE;Sudeste/Centro-Oeste;2025-08-09;38397.97904167
N;Norte;2025-08-10;7713.41991667
NE;Nordeste;2025-08-10;11676.40520833
S;Sul;2025-08-10;9480.60666667
SE;Sudeste/Centro-Oeste;2025-08-10;33960.148
N;Norte;2025-08-11;8446.06883333
NE;Nordeste;2025-08-11;12971.03045833
S;Sul;2025-08-11;12808.38679167
SE;Sudeste/Centro-Oeste;2025-08-11;39417.52520833
N;Norte;2025-08-12;8469.08591667
NE;Nordeste;2025-08-12;12927.18804167
S;Sul;2025-08-12;13284.13308333
SE;Sudeste/Centro-Oeste;2025-08-12;40616.89141667
N;Norte;2025-08-13;8504.53991667
NE;Nordeste;2025-08-13;12780.509375
S;Sul;2025-08-13;13281.20583333
SE;Sudeste/Centro-Oeste;2025-08-13;41193.769625
N;Norte;2025-08-14;8517.73158333
NE;Nordeste;2025-08-14;12696.65941667
S;Sul;2025-08-14;13631.72495833
SE;Sudeste/Centro-Oeste;2025-08-14;41954.62479167
N;Norte;2025-08-15;8386.10375
NE;Nordeste;2025-08-15;12801.48
S;Sul;2025-08-15;13568.92658333
SE;Sudeste/Centro-Oeste;2025-08-15;41830.8225
N;Norte;2025-08-16;8285.80829167
NE;Nordeste;2025-08-16;11952.50204167
S;Sul;2025-08-16;11626.9175
SE;Sudeste/Centro-Oeste;2025-08-16;39132.095
N;Norte;2025-08-17;8066.77954167
NE;Nordeste;2025-08-17;11032.16225
S;Sul;2025-08-17;10247.18991667
SE;Sudeste/Centro-Oeste;2025-08-17;35944.80591667
N;Norte;2025-08-18;8661.698625
NE;Nordeste;2025-08-18;11896.05575
S;Sul;2025-08-18;13672.78345833
SE;Sudeste/Centro-Oeste;2025-08-18;42208.40716667
N;Norte;2025-08-19;8843.83095833
NE;Nordeste;2025-08-19;12316.218625
S;Sul;2025-08-19;13997.76941667
SE;Sudeste/Centro-Oeste;2025-08-19;43355.17908333
N;Norte;2025-08-20;8909.7855
NE;Nordeste;2025-08-20;12244.881625
S;Sul;2025-08-20;13718.62125
SE;Sudeste/Centro-Oeste;2025-08-20;44063.82075
N;Norte;2025-08-21;8886.71075
NE;Nordeste;2025-08-21;12386.427
S;Sul;2025-08-21;13571.255625
SE;Sudeste/Centro-Oeste;2025-08-21;45193.31779167
N;Norte;2025-08-22;8929.947375
NE;Nordeste;2025-08-22;12771.76016667
S;Sul;2025-08-22;13831.44566667
SE;Sudeste/Centro-Oeste;2025-08-22;45310.55216667
N;Norte;2025-08-23;8584.39625
NE;Nordeste;2025-08-23;12084.62291667
S;Sul;2025-08-23;12249.85504167
SE;Sudeste/Centro-Oeste;2025-08-23;42180.10275
N;Norte;2025-08-24;8228.43870833
NE;Nordeste;2025-08-24;11568.67
S;Sul;2025-08-24;10480.00791667
SE;Sudeste/Centro-Oeste;2025-08-24;38001.191375
N;Norte;2025-08-25;8897.438375
NE;Nordeste;2025-08-25;12629.69579167
S;Sul;2025-08-25;13076.98891667
SE;Sudeste/Centro-Oeste;2025-08-25;43154.90220833
N;Norte;2025-08-26;8875.74416667
NE;Nordeste;2025-08-26;12621.70658333
S;Sul;2025-08-26;13634.87270833
SE;Sudeste/Centro-Oeste;2025-08-26;43856.55533333
